Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR,Price_per_SqFt,Total_Distance_Score,Bath_per_BHK,Amenity_Score,Locality_Basavanagudi,Locality_Bommanakatte,Locality_Gadikoppa,Locality_Gopala,Locality_KHB Colony,Locality_Sulebailu,Locality_Vinoba Nagar
1.3675972286073284,4,4,-0.2814494925084395,-0.40681202002486144,-1.1827673637925105,0,0,23883000.0,0.05609416519890385,-1.0976596551667046,1.0,0,False,False,False,False,True,False,False
1.2550050965906898,4,4,2.584619469278238,1.3377550915657002,-1.0939334770305413,0,0,15128000.0,-1.4652942227140513,0.6100261914498438,1.0,0,False,False,False,False,False,True,False
1.259437857693707,4,4,1.1249769211004075,0.86935077119344,0.4067246814841502,0,0,16625000.0,-1.1851481060284084,1.015878801749621,1.0,0,False,True,False,False,False,False,False
0.9225480138643947,4,4,1.14018153097726,1.9160910381477767,0.34009926641267313,0,0,13385000.0,-1.5318440308003272,1.4594335671045686,1.0,0,False,False,False,False,False,True,False
-1.1688286745391518,2,3,-0.76039470362929,0.6303689750851438,1.6408811797129341,1,0,6185000.0,-0.5869299672044614,1.217696219986122,1.5,1,False,False,False,False,False,False,False
0.15479379082180406,3,3,0.5395994408415902,1.1656881983677272,-1.6079009647247908,1,0,11524000.0,-1.1583485335861645,-0.425674185653959,1.0,1,False,True,False,False,False,False,False
-0.33635613939250913,3,3,0.8969077729476214,1.1991456498228885,0.17829468695337244,0,0,9120000.0,-1.1836235073405001,0.9426922654660546,1.0,0,False,True,False,False,False,False,False
1.390647586343018,4,5,-1.1481122554890264,-0.6696919957439874,-0.37057182768307906,1,1,30038000.0,1.1533329374876453,-0.9047133322373024,1.25,2,False,False,True,False,False,False,False
0.2656128183972357,4,4,-0.007766514725096377,-0.5740992773006688,1.0698061933859906,0,0,15374000.0,-0.28167441682270306,0.47917753567013427,1.0,0,False,False,False,True,False,False,False
-1.3709625808367392,2,2,-0.7527923986908638,-0.07223750547324698,-1.3255361103742465,1,0,5303000.0,-0.40160885103294436,-1.17971728675737,1.0,1,False,False,False,False,False,False,False
-1.0509172291988926,2,2,-1.1177030357353215,-0.684030903510485,-0.5926565445880018,1,1,10172000.0,1.2352985617021628,-1.0577397262847592,1.0,2,False,False,True,False,False,False,False
-0.42501136145285445,3,3,-0.7299854838755854,-1.2145704908709025,-0.8337770943704892,0,0,15711000.0,1.355315440498712,-1.3593569667261238,1.0,0,True,False,False,False,False,False,False
-0.8213002040625982,3,4,-0.5019163357227993,-0.7891828937981354,1.3965879911175194,1,0,9792000.0,0.1790842629284893,0.46365311888271105,1.3333333333333333,1,False,False,False,False,True,False,False
1.3418872142098281,4,4,-0.9124408023978141,-1.2384686704817323,1.5615652093897474,1,0,30759000.0,1.3609171424693478,0.250746831512336,1.0,1,True,False,False,False,False,False,False
1.0573039513961195,4,4,-0.12180108880148931,-0.1487116802279016,-1.3604351373164485,1,0,19042000.0,-0.5079813705466545,-1.0555219524579846,1.0,1,False,False,False,False,False,False,False
-0.5411497023519068,3,3,0.9653285173934574,1.6149739750513237,1.4378322956855767,1,0,7135000.0,-1.5782326793360224,2.036054762066001,1.0,1,False,False,False,False,False,True,False
0.6344185421682723,4,4,0.14427958404342775,-0.49284546662384815,0.05456177324920136,1,0,16623000.0,-0.5082969784194385,-0.14845245730711668,1.0,1,False,False,False,False,False,False,False
-1.1537572867888932,2,2,0.9197146877629002,1.1991456498228885,0.7239885627768968,1,0,5150000.0,-1.2563774441624567,1.3308026851516341,1.0,1,False,True,False,False,False,False,False
0.46508706803301275,4,4,-0.9276454122746666,-0.7461661704986421,-0.6783177925370435,1,0,21061000.0,0.8135980125655596,-1.0910063336863804,1.0,1,False,False,False,False,False,False,True
-0.9844258126536336,2,2,2.7518701779236143,1.3903310867095255,-1.2240116683605675,1,0,5666000.0,-1.3929094354307177,0.5922840008356459,1.0,1,False,False,False,False,False,True,False
-0.20514641074319803,3,3,-0.1978241381857512,-0.253863670515552,-0.900402509441966,1,1,17166000.0,1.221361555457315,-0.804913510032439,1.0,2,False,False,True,False,False,False,False
1.4340886451525874,4,5,0.11387036428972293,-0.12003386469490625,-1.0780702829659041,0,0,21313000.0,-0.4868623881148596,-0.7760824502843676,1.25,0,False,False,False,False,False,False,False
0.7505568830673247,4,4,0.33433720750408275,1.1895863779785567,-0.9384741751970954,1,0,14549000.0,-1.1145820194577576,-0.0065149323935332895,1.0,1,False,True,False,False,False,False,False
0.5617212600787892,4,4,-1.0036684616589284,-0.6553530879774896,-1.3318813880001013,1,1,23132000.0,1.127218426413797,-1.527907777561004,1.0,2,False,False,True,False,False,False,False
-1.509264727250878,1,1,0.09866575441287052,0.16196465471288335,0.12118718832067814,1,0,4338000.0,-0.5351153259942133,0.18864916436264345,1.0,1,False,False,False,False,False,False,False
1.1876271278248274,4,4,-0.3878817616464062,-0.3637952967253682,1.3680342418011722,1,1,26843000.0,0.8571841601238135,0.6743416324263114,1.0,2,False,False,False,False,False,False,True
-0.28050334949449157,3,4,0.189893413673985,0.22409992170104032,-1.69673485148676,0,0,11233000.0,-0.5620026140656473,-1.0266908927099128,1.3333333333333333,0,False,False,False,False,False,False,False
1.1255684723825856,4,4,1.1933976655462433,2.293682275998885,-0.900402509441966,1,0,14423000.0,-1.4948561891782015,0.7830125499382733,1.0,1,False,False,False,False,False,True,False
-0.38777616818750943,3,3,1.9156166346967325,1.3951107226316914,0.2544380184636317,0,0,8471000.0,-1.328125586639398,1.3840292569942276,1.0,0,False,True,False,False,False,False,False
-0.24060849956733618,3,3,1.5811152174059793,2.637816062394832,0.473350096555627,1,0,8425000.0,-1.5610550101549776,2.016094797625028,1.0,1,False,False,False,False,False,True,False
1.5209707627717257,4,4,1.8091843655587658,1.304297640110539,0.7937866166613007,1,0,16393000.0,-1.4432873967406117,1.6878642712623668,1.0,1,False,False,False,False,False,True,False
1.1335474423680165,4,4,-0.12940339373991552,-0.34467675303670453,-0.4371972427545558,0,1,26122000.0,0.797909451567658,-0.5032962695910748,1.0,1,False,False,False,False,False,False,True
-1.4746891906473434,2,2,-0.1141987838630631,-0.40203238410269565,-0.7005262642275355,1,1,6152000.0,0.821079479864246,-0.7095492354811254,1.0,2,False,False,False,False,False,False,True
-0.1829826052281117,3,3,-0.15221030855519413,-1.1524352238827456,-0.9987543126427174,1,1,16187000.0,0.84883575127317,-1.2772993351354585,1.0,2,False,False,False,False,False,False,True
-1.605012367076051,1,1,-0.5931439949839136,-0.1678302239165653,-1.2525654176769148,1,0,4079000.0,-0.2501032273451262,-1.126490714914776,1.0,1,False,False,False,False,True,False,False
-0.06595771210845584,3,3,0.09106344947444447,-0.6457938161331577,-1.7094254067384695,1,0,13487000.0,-0.24507908226199177,-1.4680278842380858,1.0,1,False,False,False,True,False,False,False
0.3578142493399949,4,5,1.056556176654572,0.5252169847974937,1.3648616029882448,0,0,12188000.0,-1.2345663948088579,1.5060068174668384,1.25,0,False,True,False,False,False,False,False
-0.985312364874237,2,2,-0.7147808739987329,-0.04355968994025141,1.1998843847160168,1,0,8701000.0,0.1868476711850955,0.6100261914498443,1.0,1,False,False,False,False,True,False,False
-0.2211043507140602,3,4,-0.8744292777056831,-0.7079290831213146,-0.5894839057750744,1,0,15775000.0,0.8107207587503497,-0.9956420591350668,1.3333333333333333,1,False,False,False,False,False,False,True
-0.9649216638003576,2,3,1.6191267420981108,2.269784096388055,-1.2462201400510597,0,0,5311000.0,-1.6184510183226024,0.6543816679853388,1.5,0,False,False,False,False,False,True,False
-1.1785807489657898,2,2,-0.7755993135061424,-0.26342294235988384,-0.21511252584963342,1,0,6555000.0,-0.32723962523024797,-0.49886072193752534,1.0,1,False,False,False,True,False,False,False
0.774493793023618,4,4,2.2577203569259114,1.0414176643914133,1.4663860450019237,1,0,13009000.0,-1.4782248473921784,2.1669034178457105,1.0,1,False,False,False,False,False,True,False
1.546680777169226,4,5,-0.9352477172130926,-0.08657641323974465,0.49873120705904644,1,1,31465000.0,1.179251594308451,0.03562277031518663,1.25,2,False,False,True,False,False,False,False
1.048438429190085,4,4,-0.6539624344913233,-0.3590156608032024,-0.5355490459553074,0,0,18886000.0,-0.5292113906332712,-0.7317269737488726,1.0,0,False,False,False,False,False,False,False
-0.8478967706807018,3,3,-0.09139186904778449,-0.813081073408965,-1.668181102170413,1,0,9241000.0,0.004502456576880175,-1.570045480269724,1.0,1,False,False,False,False,True,False,False
-0.18386915744871515,3,3,0.7904755038096548,2.7477476886046484,1.3648616029882448,1,0,8998000.0,-1.452786109480709,2.459649562979976,1.0,1,False,False,False,False,False,True,False
0.7487837786261178,4,4,-0.07618725917093207,-0.09613568508407651,0.6573631477054197,1,0,18396000.0,-0.2603081306734309,0.39268435642591937,1.0,1,False,False,False,True,False,False,False
